Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match
debug,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,debug,en,2124,exact
components additional interactivity highlights,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,components additional interactivity highlights,en,2124,exact
solving challenge,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,solving challenge,en,2124,exact
statement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,statement,en,2124,exact
online gpu free,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online gpu free,en,2124,exact
online gpu for machine learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online gpu for machine learning,en,2124,exact
tags,1.06,1.0,1.11,100,24.92,27.42,22.43,0.83,0.91,0.75,20.67,22.74,18.6,37.96,41.75,34.16,tags,en,2124,exact
lessons,1.06,1.0,1.11,100,9.81,10.8,8.83,0.01,0.01,0.01,0.13,0.14,0.12,0.45,0.5,0.41,lessons,en,2124,exact
texts,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texts,en,2124,exact
rent cloud computer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent cloud computer,en,2124,exact
paperspace vs aws,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace vs aws,en,2124,exact
gpu desktop deep learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu desktop deep learning,en,2124,exact
paperspace server locations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace server locations,en,2124,exact
adversarial,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adversarial,en,2124,exact
actually,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,actually,en,2124,exact
configured,1.06,1.0,1.11,100,18.38,20.22,16.54,0.03,0.04,0.03,0.61,0.67,0.54,1.36,1.49,1.22,configured,en,2124,exact
machine learning vm,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning vm,en,2124,exact
building a machine learning computer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,building a machine learning computer,en,2124,exact
techniques,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,techniques,en,2124,exact
availability latest,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,availability latest,en,2124,exact
neighboring grids,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neighboring grids,en,2124,exact
professional administrator train,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,professional administrator train,en,2124,exact
approaching,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approaching,en,2124,exact
numbers,1.06,1.0,1.11,100,6.99,7.68,6.29,0.23,0.25,0.2,1.59,1.75,1.43,4.22,4.64,3.8,numbers,en,2124,exact
cloud vdi providers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud vdi providers,en,2124,exact
generalized,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generalized,en,2124,exact
adaptation,1.06,1.0,1.11,100,18.17,19.98,16.35,0.15,0.17,0.14,2.77,3.04,2.49,4.52,4.97,4.07,adaptation,en,2124,exact
technically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technically,en,2124,exact
services,1.06,1.0,1.11,100,17.64,19.4,15.88,0.25,0.27,0.22,4.38,4.81,3.94,7.38,8.12,6.64,services,en,2124,exact
determine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,determine,en,2124,exact
similarity,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,similarity,en,2124,exact
policy,1.06,1.0,1.11,100,10.69,11.76,9.62,0.28,0.31,0.25,2.99,3.29,2.69,8.59,9.44,7.73,policy,en,2124,exact
classifying,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classifying,en,2124,exact
answers,1.06,1.0,1.11,100,4.07,4.48,3.67,0.16,0.17,0.14,0.64,0.7,0.58,2.11,2.32,1.9,answers,en,2124,exact
hosting meetups,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hosting meetups,en,2124,exact
cores,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cores,en,2124,exact
template,1.09,1.0,1.17,100,24.99,27.49,22.49,0.31,0.34,0.28,7.71,8.48,6.94,7.38,8.12,6.64,template,en,2124,exact
earlier week,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,earlier week,en,2124,exact
applications,1.08,1.0,1.16,100,16.12,17.73,14.51,0.62,0.69,0.56,10.07,11.08,9.07,19.28,21.21,17.35,applications,en,2124,exact
prediction,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prediction,en,2124,exact
online gpu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,online gpu,en,2124,exact
generation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generation,en,2124,exact
momentum rmsprop,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,momentum rmsprop,en,2124,exact
start reading,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,start reading,en,2124,exact
paperspace mac,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace mac,en,2124,exact
shift,1.06,1.0,1.12,100,24.53,26.98,22.08,6.83,7.52,6.15,167.63,184.39,150.87,125.92,138.51,113.33,shift,en,2124,exact
monitoring sponsored mobiles,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,monitoring sponsored mobiles,en,2124,exact
free cloud gpu,3.03,2.73,3.33,100,40.71,44.79,36.64,0.02,0.02,0.02,0.84,0.92,0.75,0.45,0.5,0.41,free cloud gpu,en,2124,exact
input output,1.35,1.21,1.48,100,56.51,62.17,50.86,0.03,0.03,0.02,1.43,1.58,1.29,1.66,1.82,1.49,input output,en,2124,exact
cloud gaming vps,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloud gaming vps,en,2124,exact
stream,1.06,1.0,1.11,100,9.33,10.27,8.4,0.05,0.05,0.04,0.46,0.5,0.41,1.36,1.49,1.22,stream,en,2124,exact
approaches follow,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approaches follow,en,2124,exact
pins,1.06,1.0,1.11,100,13.89,15.28,12.5,1.33,1.47,1.2,18.52,20.37,16.67,30.12,33.14,27.11,pins,en,2124,exact
developing modern,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,developing modern,en,2124,exact
modern,1.28,1.16,1.41,100,37.96,41.75,34.16,0.31,0.34,0.28,11.79,12.97,10.61,13.71,15.08,12.34,modern,en,2124,exact
currently intern,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,currently intern,en,2124,exact
red,1.06,1.0,1.11,100,16.75,18.42,15.07,0.11,0.12,0.1,1.79,1.97,1.61,6.93,7.62,6.24,red,en,2124,exact
activation,1.06,1.0,1.11,100,2.3,2.53,2.07,0.07,0.08,0.07,0.17,0.18,0.15,1.81,1.99,1.63,activation,en,2124,exact
approach follows,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approach follows,en,2124,exact
advances,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advances,en,2124,exact
improving,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improving,en,2124,exact
deployments,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deployments,en,2124,exact
standard,1.06,1.0,1.11,100,8.72,9.59,7.84,0.03,0.04,0.03,0.3,0.33,0.27,0.9,0.99,0.81,standard,en,2124,exact
paint,1.15,1.03,1.26,100,52.1,57.31,46.89,9.01,9.91,8.11,469.52,516.47,422.57,314.95,346.44,283.45,paint,en,2124,exact
moderation email addresses monitored,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,moderation email addresses monitored,en,2124,exact
posts,1.06,1.0,1.11,100,20.73,22.8,18.66,0.11,0.12,0.1,2.2,2.42,1.98,1.36,1.49,1.22,posts,en,2124,exact
beginning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginning,en,2124,exact
gpu cloud hosting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gpu cloud hosting,en,2124,exact
benefit,1.06,1.0,1.13,100,20.32,22.36,18.29,7.52,8.27,6.77,152.84,168.12,137.56,131.04,144.14,117.94,benefit,en,2124,exact
pipeline,1.37,1.24,1.51,100,45.9,50.49,41.31,0.96,1.06,0.87,44.28,48.71,39.86,72.3,79.53,65.07,pipeline,en,2124,exact
needed,1.06,1.0,1.11,100,2.68,2.95,2.41,0.17,0.19,0.15,0.46,0.51,0.41,2.56,2.82,2.3,needed,en,2124,exact
hand,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hand,en,2124,exact
type called,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,type called,en,2124,exact
blog,1.31,1.18,1.44,100,54.6,60.06,49.14,11.49,12.64,10.34,627.48,690.23,564.73,343.72,378.09,309.35,blog,en,2124,exact
tables,1.06,1.0,1.11,100,16.31,17.94,14.68,1.93,2.13,1.74,31.54,34.69,28.39,50.76,55.84,45.68,tables,en,2124,exact
normally,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normally,en,2124,exact
free machine learning cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free machine learning cloud,en,2124,exact
card capable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,card capable,en,2124,exact
discussed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discussed,en,2124,exact
martin,1.06,1.0,1.11,100,7.1,7.81,6.39,0.04,0.05,0.04,0.29,0.32,0.26,0.9,0.99,0.81,martin,en,2124,exact
allows,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allows,en,2124,exact
submissions,1.06,1.0,1.11,100,9.57,10.52,8.61,0.04,0.05,0.04,0.42,0.47,0.38,1.36,1.49,1.22,submissions,en,2124,exact
machine learning vps,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,machine learning vps,en,2124,exact
geforce cloud gpu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,geforce cloud gpu,en,2124,exact
easier,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,easier,en,2124,exact
free online gpu,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free online gpu,en,2124,exact
cheapest deep learning cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cheapest deep learning cloud,en,2124,exact
speeds,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,speeds,en,2124,exact
generator change,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generator change,en,2124,exact
surfaces,1.06,1.0,1.11,100,20.77,22.85,18.7,0.71,0.78,0.63,14.65,16.12,13.19,6.33,6.96,5.69,surfaces,en,2124,exact
virtual pc online,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,virtual pc online,en,2124,exact
frameworks,1.06,1.0,1.11,100,0.83,0.91,0.74,0.03,0.03,0.03,0.02,0.03,0.02,0.45,0.5,0.41,frameworks,en,2124,exact
adds,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adds,en,2124,exact
websites applications,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,websites applications,en,2124,exact
translators,1.06,1.0,1.11,100,14.11,15.52,12.69,0.29,0.32,0.26,4.09,4.49,3.68,8.89,9.78,8.0,translators,en,2124,exact
instructor,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instructor,en,2124,exact
dataframes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dataframes,en,2124,exact
simulator,1.06,1.0,1.11,100,7.64,8.4,6.88,0.1,0.11,0.09,0.77,0.84,0.69,1.2,1.33,1.08,simulator,en,2124,exact
responsibility,1.06,1.0,1.11,100,46.43,51.07,41.78,0.27,0.3,0.24,12.62,13.89,11.36,15.51,17.07,13.96,responsibility,en,2124,exact
solutions follow,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,solutions follow,en,2124,exact
acceleration,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,acceleration,en,2124,exact
free cloud services for machine learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free cloud services for machine learning,en,2124,exact
arxiv,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arxiv,en,2124,exact
vmwares,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vmwares,en,2124,exact
helpful tutorials content,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,helpful tutorials content,en,2124,exact
basics functions,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,basics functions,en,2124,exact
integral,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,integral,en,2124,exact
working improving,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,working improving,en,2124,exact
studies,1.06,1.0,1.11,100,24.5,26.95,22.05,0.04,0.05,0.04,1.04,1.14,0.94,0.9,0.99,0.81,studies,en,2124,exact
augmentations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augmentations,en,2124,exact
variables,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,variables,en,2124,exact
tns staff,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tns staff,en,2124,exact
visit,1.06,1.0,1.11,100,14.98,16.48,13.48,0.31,0.35,0.28,4.7,5.17,4.23,9.34,10.27,8.4,visit,en,2124,exact
predicted,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,predicted,en,2124,exact
rays,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rays,en,2124,exact
tools help,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tools help,en,2124,exact
presentations entire universe,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,presentations entire universe,en,2124,exact
simulation,1.18,1.06,1.3,100,28.47,31.31,25.62,0.02,0.02,0.02,0.63,0.69,0.56,2.56,2.82,2.3,simulation,en,2124,exact
offers,1.06,1.0,1.11,100,12.78,14.06,11.5,0.14,0.16,0.13,1.8,1.99,1.62,2.71,2.98,2.44,offers,en,2124,exact
helped,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,helped,en,2124,exact
implemented,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implemented,en,2124,exact
master,1.26,1.14,1.39,100,18.78,20.66,16.9,0.03,0.03,0.03,0.59,0.65,0.53,1.66,1.82,1.49,master,en,2124,exact
matrix,1.06,1.0,1.11,100,19.59,21.55,17.63,0.23,0.25,0.2,4.45,4.89,4.0,9.04,9.94,8.13,matrix,en,2124,exact
need corpus,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,need corpus,en,2124,exact
sigmoid,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sigmoid,en,2124,exact
chain derivatives,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chain derivatives,en,2124,exact
teaches,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teaches,en,2124,exact
referred,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,referred,en,2124,exact
controlling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,controlling,en,2124,exact
imports,1.74,1.57,1.91,100,62.19,68.41,55.97,0.18,0.2,0.16,11.24,12.36,10.12,28.92,31.81,26.03,imports,en,2124,exact
wide variety,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wide variety,en,2124,exact
paperspace p4000,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace p4000,en,2124,exact
free cloud machine learning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free cloud machine learning,en,2124,exact
interns scholars,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interns scholars,en,2124,exact
weighted,1.06,1.0,1.11,100,11.34,12.47,10.21,0.02,0.03,0.02,0.26,0.28,0.23,0.45,0.5,0.41,weighted,en,2124,exact
hercon,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hercon,en,2124,exact
generative adversarial networks gans interesting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generative adversarial networks gans interesting,en,2124,exact
competitive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,competitive,en,2124,exact
accessible,1.1,1.0,1.21,100,14.86,16.34,13.37,0.11,0.12,0.1,1.59,1.75,1.44,4.52,4.97,4.07,accessible,en,2124,exact
free gpu cloud for students,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,free gpu cloud for students,en,2124,exact
anchor,1.24,1.12,1.37,100,19.95,21.95,17.96,0.47,0.52,0.42,9.4,10.34,8.46,8.59,9.44,7.73,anchor,en,2124,exact
lists,1.06,1.0,1.11,100,13.51,14.86,12.16,0.13,0.14,0.12,1.75,1.93,1.58,2.11,2.32,1.9,lists,en,2124,exact
training,1.06,1.0,1.11,100,13.45,14.8,12.11,0.08,0.08,0.07,1.01,1.11,0.91,3.92,4.31,3.52,training,en,2124,exact
combination,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combination,en,2124,exact
objectness,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,objectness,en,2124,exact
object,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,object,en,2124,exact
safety,1.06,1.0,1.11,100,13.84,15.23,12.46,0.11,0.12,0.09,1.46,1.6,1.31,3.77,4.14,3.39,safety,en,2124,exact
virtual gpu server,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,virtual gpu server,en,2124,exact
machine learning,3.22,2.9,3.54,100,73.06,80.36,65.75,1.03,1.13,0.93,75.27,82.79,67.74,143.09,157.4,128.78,machine learning,en,2124,exact
announcement multinode distributed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,announcement multinode distributed,en,2124,exact
announcement paperspace community,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,announcement paperspace community,en,2124,exact
method,1.07,1.0,1.14,100,12.31,13.55,11.08,0.74,0.82,0.67,9.12,10.04,8.21,16.57,18.23,14.91,method,en,2124,exact
aws,1.33,1.2,1.46,100,54.97,60.47,49.48,4.81,5.29,4.33,264.62,291.08,238.16,236.02,259.63,212.42,aws,en,2124,exact
networks gans,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,networks gans,en,2124,exact
rent cloud pc,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rent cloud pc,en,2124,exact
continuation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,continuation,en,2124,exact
existing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,existing,en,2124,exact
limits files,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,limits files,en,2124,exact
maximum value,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maximum value,en,2124,exact
virtual pc online free,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,virtual pc online free,en,2124,exact
javascripts,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,javascripts,en,2124,exact
home projects amazon,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,home projects amazon,en,2124,exact
offer nvidia volta,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offer nvidia volta,en,2124,exact
practical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,practical,en,2124,exact
projects landscapes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,projects landscapes,en,2124,exact
environment,1.1,1.0,1.2,100,41.28,45.41,37.16,0.3,0.33,0.27,12.42,13.66,11.18,20.18,22.2,18.16,environment,en,2124,exact
techniques requiring,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,techniques requiring,en,2124,exact
nature,1.06,1.0,1.11,100,6.82,7.5,6.14,0.64,0.71,0.58,4.38,4.82,3.94,8.13,8.95,7.32,nature,en,2124,exact
entirely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entirely,en,2124,exact
articles section,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,articles section,en,2124,exact
alternatively,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alternatively,en,2124,exact
applied,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,applied,en,2124,exact
metrics,1.06,1.0,1.11,100,64.1,70.5,57.69,0.06,0.06,0.05,3.6,3.96,3.24,8.43,9.28,7.59,metrics,en,2124,exact
publishers manage,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,publishers manage,en,2124,exact
artist,1.2,1.08,1.32,100,20.78,22.86,18.7,0.16,0.17,0.14,3.25,3.58,2.93,8.28,9.11,7.46,artist,en,2124,exact
applying,1.06,1.0,1.11,100,3.94,4.33,3.54,0.12,0.13,0.1,0.46,0.5,0.41,1.66,1.82,1.49,applying,en,2124,exact
linked,1.06,1.0,1.11,100,0.88,0.96,0.79,0.03,0.03,0.02,0.02,0.03,0.02,0.45,0.5,0.41,linked,en,2124,exact
integrable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,integrable,en,2124,exact
yihui xie,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yihui xie,en,2124,exact
request,1.06,1.0,1.11,100,1.86,2.04,1.67,0.23,0.25,0.21,0.43,0.47,0.39,3.92,4.31,3.52,request,en,2124,exact
network cards daniel,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,network cards daniel,en,2124,exact
marketing,1.1,1.0,1.2,100,46.18,50.8,41.57,0.98,1.08,0.88,45.38,49.92,40.85,63.26,69.59,56.93,marketing,en,2124,exact
starting,1.06,1.0,1.11,100,6.04,6.65,5.44,0.05,0.05,0.04,0.28,0.31,0.25,0.9,0.99,0.81,starting,en,2124,exact
generator produces,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generator produces,en,2124,exact
library,1.06,1.0,1.11,100,13.76,15.13,12.38,0.15,0.17,0.14,2.07,2.28,1.86,2.11,2.32,1.9,library,en,2124,exact
communicating,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,communicating,en,2124,exact
defines,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,defines,en,2124,exact
geometry,1.06,1.0,1.11,100,16.72,18.39,15.05,0.13,0.14,0.12,2.16,2.38,1.94,3.16,3.48,2.85,geometry,en,2124,exact
paperspace free,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paperspace free,en,2124,exact
pipeline started,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pipeline started,en,2124,exact
scientific,1.06,1.0,1.11,100,36.2,39.82,32.58,0.01,0.01,0.01,0.25,0.28,0.23,0.9,0.99,0.81,scientific,en,2124,exact
reversible,1.06,1.0,1.11,100,15.45,16.99,13.9,0.03,0.03,0.03,0.44,0.48,0.39,0.45,0.5,0.41,reversible,en,2124,exact
dwarfs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dwarfs,en,2124,exact
datasets,1.06,1.0,1.11,100,27.32,30.05,24.59,0.02,0.02,0.02,0.53,0.58,0.48,2.11,2.32,1.9,datasets,en,2124,exact
scoring,1.06,1.0,1.11,100,10.53,11.59,9.48,0.12,0.14,0.11,1.3,1.43,1.17,4.52,4.97,4.07,scoring,en,2124,exact
enabling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enabling,en,2124,exact
distribute,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distribute,en,2124,exact
directory open,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,directory open,en,2124,exact
adaptive,1.06,1.0,1.11,100,22.43,24.67,20.19,0.05,0.06,0.05,1.13,1.24,1.02,0.9,0.99,0.81,adaptive,en,2124,exact
ai vm,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ai vm,en,2124,exact
scenes,1.06,1.0,1.11,100,4.74,5.21,4.26,1.11,1.22,1.0,5.26,5.79,4.74,10.54,11.6,9.49,scenes,en,2124,exact
busy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,busy,en,2124,exact
windows vm cloud,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,windows vm cloud,en,2124,exact
existing infrastructure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,existing infrastructure,en,2124,exact
